event;start_time;completion_time;source_pc<incoming>;source_pc<outgoing>;source_c<incoming>;source_c<outgoing>;source_gc<incoming>;source_gc<outgoing>;s1<incoming>;s1<outgoing>;s2<incoming>;s2<outgoing>;s3<incoming>;s3<outgoing>;d1<incoming>;d1<outgoing>;d2<incoming>;d2<outgoing>;d3<incoming>;d3<outgoing>;truck<incoming>;truck<outgoing>;turn<incoming>;turn<outgoing>;demand<incoming>;demand<outgoing>;order phone case_busy<incoming>;order phone case_busy<outgoing>;order chip_busy<incoming>;order chip_busy<outgoing>;order game case_busy<incoming>;order game case_busy<outgoing>
order chip<task:complete>;12.78;14.89;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
_demand_generator;13.0;14.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil game NL@12, ffil game NL@12, ffil game NL@12];[ffil phone DE@13, ffil phone DE@13, ffil phone DE@13, ffil phone DE@13, ffil phone DE@13, ffil phone DE@13];;;;;;
order phone case<task:start>;13.25;13.25;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;13.25;14.75;;{'action': 'source phone case', 'priority': 1};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
_demand_generator;14.0;15.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@13, ffil phone DE@13, ffil phone DE@13, ffil phone DE@13, ffil phone DE@13, ffil phone DE@13];[ffil phone DE@14, ffil phone DE@14, ffil phone DE@14];;;;;;
order phone case<task:start>;14.75;14.75;{'action': 'source phone case', 'priority': 1};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 1};;;;
order phone case<task:complete>;14.75;15.53;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 1};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 1};;;;;
order chip<task:start>;14.89;14.89;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
prod phone;14.89;16.89;;;;;;;{'action': 'source phone case', 'priority': 1};;{'action': 'source chip'};;;;;ffil phone NL;;;;;;;;;;;;;;;;
order chip<task:complete>;14.89;15.87;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
_demand_generator;15.0;16.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@14, ffil phone DE@14, ffil phone DE@14];[ffil game NL@15, ffil game NL@15, ffil game NL@15, ffil game NL@15, ffil game NL@15, ffil game NL@15];;;;;;
order phone case<task:start>;15.53;15.53;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;15.53;16.92;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
prod phone;15.87;17.87;;;;;;;{'action': 'source phone case', 'priority': 1};;{'action': 'source chip'};;;;;ffil phone NL;;;;;;;;;;;;;;;;
order chip<task:start>;15.87;15.87;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;15.87;15.98;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
order chip<task:start>;15.98;15.98;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;15.98;18.27;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
prod game;15.98;17.98;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order game case<task:start>;15.98;15.98;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;15.98;16.92;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
_demand_generator;16.0;17.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil game NL@15, ffil game NL@15, ffil game NL@15, ffil game NL@15, ffil game NL@15, ffil game NL@15];[ffil phone NL@16, ffil phone NL@16, ffil phone NL@16, ffil phone NL@16, ffil phone NL@16, ffil phone NL@16];;;;;;
ffill 1;16.0;16.0;;;;;;;;;;;;;ffil phone NL;;;;;;;;;;ffil phone NL;;;;;;;
ffill 1;16.89;16.89;;;;;;;;;;;;;ffil phone NL;;;;;;;;;;ffil phone NL;;;;;;;
order phone case<task:start>;16.92;16.92;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;16.92;17.32;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
_demand_generator;17.0;18.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone NL@16, ffil phone NL@16, ffil phone NL@16, ffil phone NL@16];[ffil phone DE@17, ffil phone DE@17, ffil phone DE@17, ffil phone DE@17];;;;;;
order phone case<task:start>;17.32;17.32;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;17.32;17.75;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
order phone case<task:start>;17.75;17.75;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;17.75;17.96;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
order phone case<task:start>;17.96;17.96;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;17.96;19.18;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
_demand_generator;18.0;19.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@17, ffil phone DE@17, ffil phone DE@17, ffil phone DE@17];[ffil phone NL@18, ffil phone NL@18, ffil phone NL@18, ffil phone NL@18, ffil phone NL@18];;;;;;
ffill 1;18.0;18.0;;;;;;;;;;;;;ffil phone NL;;;;;;;;;;ffil phone NL;;;;;;;
order chip<task:start>;18.27;18.27;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;18.27;18.88;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
prod phone;18.27;20.27;;;;;;;{'action': 'source phone case', 'priority': 1};;{'action': 'source chip'};;;;;ffil phone NL;;;;;;;;;;;;;;;;
order chip<task:start>;18.88;18.88;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;18.88;19.68;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
prod phone;18.88;20.88;;;;;;;{'action': 'source phone case', 'priority': 0};;{'action': 'source chip'};;;;;ffil phone NL;;;;;;;;;;;;;;;;
_demand_generator;19.0;20.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone NL@18, ffil phone NL@18, ffil phone NL@18, ffil phone NL@18];[ffil phone DE@19, ffil phone DE@19];;;;;;
order phone case<task:start>;19.18;19.18;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;19.18;19.45;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
order phone case<task:start>;19.45;19.45;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;19.45;19.56;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
order phone case<task:start>;19.56;19.56;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;19.56;20.21;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
prod game;19.68;21.68;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order chip<task:start>;19.68;19.68;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;19.68;20.65;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
order game case<task:start>;19.68;19.68;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order game case<task:complete>;19.68;20.23;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
_demand_generator;20.0;21.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@19, ffil phone DE@19];[ffil phone DE@20];;;;;;
order phone case<task:start>;20.21;20.21;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;20.21;20.29;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
order phone case<task:start>;20.29;20.29;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;20.29;20.62;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
order phone case<task:start>;20.62;20.62;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;20.62;21.13;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
prod game;20.65;22.65;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order game case<task:start>;20.65;20.65;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order chip<task:start>;20.65;20.65;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;20.65;21.4;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
order game case<task:complete>;20.65;20.69;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
_demand_generator;21.0;22.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@20];[ffil phone NL@21, ffil phone NL@21, ffil phone NL@21, ffil phone NL@21];;;;;;
ffill 1;21.0;21.0;;;;;;;;;;;;;ffil phone NL;;;;;;;;;;ffil phone NL;;;;;;;
ffill 1;21.0;21.0;;;;;;;;;;;;;ffil phone NL;;;;;;;;;;ffil phone NL;;;;;;;
order phone case<task:start>;21.13;21.13;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;21.13;21.74;;{'action': 'source phone case', 'priority': 1};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
prod game;21.4;23.4;;;;;;;;;{'action': 'source chip'};;{'action': 'source game case'};;;;;ffil game NL;;;;;;;;;;;;;;
order game case<task:start>;21.4;21.4;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source game case'}
order chip<task:start>;21.4;21.4;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order game case<task:complete>;21.4;21.61;;;;;;{'action': 'source game case'};;;;;;{'action': 'source game case'};;;;;;;;;;;;;;;;;{'action': 'source game case'};
order chip<task:complete>;21.4;24.01;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
order phone case<task:start>;21.74;21.74;{'action': 'source phone case', 'priority': 1};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 1};;;;
order phone case<task:complete>;21.74;22.04;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 1};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 1};;;;;
_demand_generator;22.0;23.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone NL@21, ffil phone NL@21];[ffil phone DE@22, ffil phone DE@22, ffil phone DE@22, ffil phone DE@22, ffil phone DE@22];;;;;;
order phone case<task:start>;22.04;22.04;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
order phone case<task:complete>;22.04;24.35;;{'action': 'source phone case', 'priority': 0};;;;;;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;;
_demand_generator;23.0;24.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@22, ffil phone DE@22, ffil phone DE@22, ffil phone DE@22, ffil phone DE@22];[ffil phone DE@23, ffil phone DE@23, ffil phone DE@23, ffil phone DE@23, ffil phone DE@23];;;;;;
_demand_generator;24.0;25.0;;;;;;;;;;;;;;;;;;;;;demand;demand;[ffil phone DE@23, ffil phone DE@23, ffil phone DE@23, ffil phone DE@23, ffil phone DE@23];[ffil game NL@24, ffil game NL@24];;;;;;
ffill 2;24.0;24.0;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
ffill 2;24.0;24.0;;;;;;;;;;;;;;;ffil game NL;;;;;;;;ffil game NL;;;;;;;
prod phone;24.01;26.01;;;;;;;{'action': 'source phone case', 'priority': 1};;{'action': 'source chip'};;;;;ffil phone NL;;;;;;;;;;;;;;;;
order chip<task:start>;24.01;24.01;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source chip'};;
order chip<task:complete>;24.01;25.55;;;;{'action': 'source chip'};;;;;;{'action': 'source chip'};;;;;;;;;;;;;;;;;{'action': 'source chip'};;;
order phone case<task:start>;24.35;24.35;{'action': 'source phone case', 'priority': 0};;;;;;;;;;;;;;;;;;;;;;;;;{'action': 'source phone case', 'priority': 0};;;;
