event;start_time;completion_time;arrival<incoming>;arrival<outgoing>;q1<incoming>;q1<outgoing>;r1<incoming>;r1<outgoing>;r2<incoming>;r2<outgoing>
processing;2436.62;2442.63;;;{'job': 258};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2439.43;2444.43;{'job': 262};{'job': 263};;{'job': 262};{'machine_id': 1};{'machine_id': 1};;
processing;2442.63;2444.78;;;{'job': 259};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2444.43;2449.43;{'job': 263};{'job': 264};;{'job': 263};{'machine_id': 1};{'machine_id': 1};;
processing;2444.78;2446.76;;;{'job': 260};;;;{'machine_id': 2};{'machine_id': 2}
processing;2446.76;2469.16;;;{'job': 261};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2449.43;2454.43;{'job': 264};{'job': 265};;{'job': 264};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2454.43;2459.43;{'job': 265};{'job': 266};;{'job': 265};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2459.43;2464.43;{'job': 266};{'job': 267};;{'job': 266};{'machine_id': 1};{'machine_id': 1};;
processing;2469.16;2486.64;;;{'job': 262};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2469.16;2474.16;{'job': 267};{'job': 268};;{'job': 267};{'machine_id': 1};{'machine_id': 1};;
processing;2486.64;2488.79;;;{'job': 263};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2486.64;2491.64;{'job': 268};{'job': 269};;{'job': 268};{'machine_id': 1};{'machine_id': 1};;
processing;2488.79;2501.21;;;{'job': 264};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2491.64;2496.64;{'job': 269};{'job': 270};;{'job': 269};{'machine_id': 1};{'machine_id': 1};;
processing;2501.21;2503.47;;;{'job': 265};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2501.21;2506.21;{'job': 270};{'job': 271};;{'job': 270};{'machine_id': 1};{'machine_id': 1};;
processing;2503.47;2503.55;;;{'job': 266};;;;{'machine_id': 2};{'machine_id': 2}
processing;2503.55;2512.31;;;{'job': 267};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2506.21;2511.21;{'job': 271};{'job': 272};;{'job': 271};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2511.21;2516.21;{'job': 272};{'job': 273};;{'job': 272};{'machine_id': 1};{'machine_id': 1};;
processing;2512.31;2515.07;;;{'job': 268};;;;{'machine_id': 2};{'machine_id': 2}
processing;2515.07;2526.7;;;{'job': 269};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2516.21;2521.21;{'job': 273};{'job': 274};;{'job': 273};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2521.21;2526.21;{'job': 274};{'job': 275};;{'job': 274};{'machine_id': 1};{'machine_id': 1};;
processing;2526.7;2544.04;;;{'job': 270};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2526.7;2531.7;{'job': 275};{'job': 276};;{'job': 275};{'machine_id': 1};{'machine_id': 1};;
processing;2544.04;2549.29;;;{'job': 271};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2544.04;2549.04;{'job': 276};{'job': 277};;{'job': 276};{'machine_id': 1};{'machine_id': 1};;
processing;2549.29;2553.34;;;{'job': 272};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2549.29;2554.29;{'job': 277};{'job': 278};;{'job': 277};{'machine_id': 1};{'machine_id': 1};;
processing;2553.34;2554.63;;;{'job': 273};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2554.29;2559.29;{'job': 278};{'job': 279};;{'job': 278};{'machine_id': 1};{'machine_id': 1};;
processing;2554.63;2595.3;;;{'job': 274};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2559.29;2564.29;{'job': 279};{'job': 280};;{'job': 279};{'machine_id': 1};{'machine_id': 1};;
processing;2595.3;2608.3;;;{'job': 275};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2595.3;2600.3;{'job': 280};{'job': 281};;{'job': 280};{'machine_id': 1};{'machine_id': 1};;
processing;2608.3;2618.75;;;{'job': 276};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2608.3;2613.3;{'job': 281};{'job': 282};;{'job': 281};{'machine_id': 1};{'machine_id': 1};;
processing;2618.75;2637.76;;;{'job': 277};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2618.75;2623.75;{'job': 282};{'job': 283};;{'job': 282};{'machine_id': 1};{'machine_id': 1};;
processing;2637.76;2638.94;;;{'job': 278};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2637.76;2642.76;{'job': 283};{'job': 284};;{'job': 283};{'machine_id': 1};{'machine_id': 1};;
processing;2638.94;2639.51;;;{'job': 279};;;;{'machine_id': 2};{'machine_id': 2}
processing;2639.51;2643.16;;;{'job': 280};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2642.76;2647.76;{'job': 284};{'job': 285};;{'job': 284};{'machine_id': 1};{'machine_id': 1};;
processing;2643.16;2646.41;;;{'job': 281};;;;{'machine_id': 2};{'machine_id': 2}
processing;2646.41;2649.13;;;{'job': 282};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2647.76;2652.76;{'job': 285};{'job': 286};;{'job': 285};{'machine_id': 1};{'machine_id': 1};;
processing;2649.13;2656.33;;;{'job': 283};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2652.76;2657.76;{'job': 286};{'job': 287};;{'job': 286};{'machine_id': 1};{'machine_id': 1};;
processing;2656.33;2667.26;;;{'job': 284};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2657.76;2662.76;{'job': 287};{'job': 288};;{'job': 287};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2662.76;2667.76;{'job': 288};{'job': 289};;{'job': 288};{'machine_id': 1};{'machine_id': 1};;
processing;2667.26;2670.8;;;{'job': 285};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2667.76;2672.76;{'job': 289};{'job': 290};;{'job': 289};{'machine_id': 1};{'machine_id': 1};;
processing;2670.8;2685.66;;;{'job': 286};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2672.76;2677.76;{'job': 290};{'job': 291};;{'job': 290};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2677.76;2682.76;{'job': 291};{'job': 292};;{'job': 291};{'machine_id': 1};{'machine_id': 1};;
processing;2685.66;2696.68;;;{'job': 287};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2685.66;2690.66;{'job': 292};{'job': 293};;{'job': 292};{'machine_id': 1};{'machine_id': 1};;
processing;2696.68;2702.66;;;{'job': 288};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2696.68;2701.68;{'job': 293};{'job': 294};;{'job': 293};{'machine_id': 1};{'machine_id': 1};;
processing;2702.66;2710.71;;;{'job': 289};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2702.66;2707.66;{'job': 294};{'job': 295};;{'job': 294};{'machine_id': 1};{'machine_id': 1};;
processing;2710.71;2713.24;;;{'job': 290};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2710.71;2715.71;{'job': 295};{'job': 296};;{'job': 295};{'machine_id': 1};{'machine_id': 1};;
processing;2713.24;2735.65;;;{'job': 291};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2715.71;2720.71;{'job': 296};{'job': 297};;{'job': 296};{'machine_id': 1};{'machine_id': 1};;
processing;2735.65;2739.6;;;{'job': 292};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2735.65;2740.65;{'job': 297};{'job': 298};;{'job': 297};{'machine_id': 1};{'machine_id': 1};;
processing;2739.6;2744.23;;;{'job': 293};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2740.65;2745.65;{'job': 298};{'job': 299};;{'job': 298};{'machine_id': 1};{'machine_id': 1};;
processing;2744.23;2746.65;;;{'job': 294};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2745.65;2750.65;{'job': 299};{'job': 300};;{'job': 299};{'machine_id': 1};{'machine_id': 1};;
processing;2746.65;2752.16;;;{'job': 295};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2750.65;2755.65;{'job': 300};{'job': 301};;{'job': 300};{'machine_id': 1};{'machine_id': 1};;
processing;2752.16;2752.23;;;{'job': 296};;;;{'machine_id': 2};{'machine_id': 2}
processing;2752.23;2762.17;;;{'job': 297};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2755.65;2760.65;{'job': 301};{'job': 302};;{'job': 301};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2760.65;2765.65;{'job': 302};{'job': 303};;{'job': 302};{'machine_id': 1};{'machine_id': 1};;
processing;2762.17;2766.27;;;{'job': 298};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2765.65;2770.65;{'job': 303};{'job': 304};;{'job': 303};{'machine_id': 1};{'machine_id': 1};;
processing;2766.27;2786.72;;;{'job': 299};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2770.65;2775.65;{'job': 304};{'job': 305};;{'job': 304};{'machine_id': 1};{'machine_id': 1};;
processing;2786.72;2794.74;;;{'job': 300};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2786.72;2791.72;{'job': 305};{'job': 306};;{'job': 305};{'machine_id': 1};{'machine_id': 1};;
processing;2794.74;2795.94;;;{'job': 301};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2794.74;2799.74;{'job': 306};{'job': 307};;{'job': 306};{'machine_id': 1};{'machine_id': 1};;
processing;2795.94;2800.53;;;{'job': 302};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2799.74;2804.74;{'job': 307};{'job': 308};;{'job': 307};{'machine_id': 1};{'machine_id': 1};;
processing;2800.53;2804.05;;;{'job': 303};;;;{'machine_id': 2};{'machine_id': 2}
processing;2804.05;2813.27;;;{'job': 304};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2804.74;2809.74;{'job': 308};{'job': 309};;{'job': 308};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2809.74;2814.74;{'job': 309};{'job': 310};;{'job': 309};{'machine_id': 1};{'machine_id': 1};;
processing;2813.27;2817.15;;;{'job': 305};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2814.74;2819.74;{'job': 310};{'job': 311};;{'job': 310};{'machine_id': 1};{'machine_id': 1};;
processing;2817.15;2818.48;;;{'job': 306};;;;{'machine_id': 2};{'machine_id': 2}
processing;2818.48;2818.73;;;{'job': 307};;;;{'machine_id': 2};{'machine_id': 2}
processing;2818.73;2820.48;;;{'job': 308};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2819.74;2824.74;{'job': 311};{'job': 312};;{'job': 311};{'machine_id': 1};{'machine_id': 1};;
processing;2820.48;2823.1;;;{'job': 309};;;;{'machine_id': 2};{'machine_id': 2}
processing;2823.1;2835.45;;;{'job': 310};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2824.74;2829.74;{'job': 312};{'job': 313};;{'job': 312};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2829.74;2834.74;{'job': 313};{'job': 314};;{'job': 313};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2834.74;2839.74;{'job': 314};{'job': 315};;{'job': 314};{'machine_id': 1};{'machine_id': 1};;
processing;2835.45;2837.8;;;{'job': 311};;;;{'machine_id': 2};{'machine_id': 2}
processing;2837.8;2853.68;;;{'job': 312};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2839.74;2844.74;{'job': 315};{'job': 316};;{'job': 315};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2844.74;2849.74;{'job': 316};{'job': 317};;{'job': 316};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2849.74;2854.74;{'job': 317};{'job': 318};;{'job': 317};{'machine_id': 1};{'machine_id': 1};;
processing;2853.68;2866.02;;;{'job': 313};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2854.74;2859.74;{'job': 318};{'job': 319};;{'job': 318};{'machine_id': 1};{'machine_id': 1};;
processing;2866.02;2867.74;;;{'job': 314};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2866.02;2871.02;{'job': 319};{'job': 320};;{'job': 319};{'machine_id': 1};{'machine_id': 1};;
processing;2867.74;2872.71;;;{'job': 315};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2871.02;2876.02;{'job': 320};{'job': 321};;{'job': 320};{'machine_id': 1};{'machine_id': 1};;
processing;2872.71;2875.93;;;{'job': 316};;;;{'machine_id': 2};{'machine_id': 2}
processing;2875.93;2914.76;;;{'job': 317};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2876.02;2881.02;{'job': 321};{'job': 322};;{'job': 321};{'machine_id': 1};{'machine_id': 1};;
pre_processing;2881.02;2886.02;{'job': 322};{'job': 323};;{'job': 322};{'machine_id': 1};{'machine_id': 1};;
processing;2914.76;2931.17;;;{'job': 318};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2914.76;2919.76;{'job': 323};{'job': 324};;{'job': 323};{'machine_id': 1};{'machine_id': 1};;
processing;2931.17;2950.53;;;{'job': 319};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2931.17;2936.17;{'job': 324};{'job': 325};;{'job': 324};{'machine_id': 1};{'machine_id': 1};;
processing;2950.53;2952.86;;;{'job': 320};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2950.53;2955.53;{'job': 325};{'job': 326};;{'job': 325};{'machine_id': 1};{'machine_id': 1};;
processing;2952.86;2963.95;;;{'job': 321};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2955.53;2960.53;{'job': 326};{'job': 327};;{'job': 326};{'machine_id': 1};{'machine_id': 1};;
processing;2963.95;2972.29;;;{'job': 322};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2963.95;2968.95;{'job': 327};{'job': 328};;{'job': 327};{'machine_id': 1};{'machine_id': 1};;
processing;2972.29;2984.5;;;{'job': 323};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2972.29;2977.29;{'job': 328};{'job': 329};;{'job': 328};{'machine_id': 1};{'machine_id': 1};;
processing;2984.5;2987.37;;;{'job': 324};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2984.5;2989.5;{'job': 329};{'job': 330};;{'job': 329};{'machine_id': 1};{'machine_id': 1};;
processing;2987.37;2999.08;;;{'job': 325};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2989.5;2994.5;{'job': 330};{'job': 331};;{'job': 330};{'machine_id': 1};{'machine_id': 1};;
processing;2999.08;3006.25;;;{'job': 326};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;2999.08;3004.08;{'job': 331};{'job': 332};;{'job': 331};{'machine_id': 1};{'machine_id': 1};;
processing;3006.25;3021.14;;;{'job': 327};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3006.25;3011.25;{'job': 332};{'job': 333};;{'job': 332};{'machine_id': 1};{'machine_id': 1};;
processing;3021.14;3025.48;;;{'job': 328};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3021.14;3026.14;{'job': 333};{'job': 334};;{'job': 333};{'machine_id': 1};{'machine_id': 1};;
processing;3025.48;3033.24;;;{'job': 329};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3026.14;3031.14;{'job': 334};{'job': 335};;{'job': 334};{'machine_id': 1};{'machine_id': 1};;
processing;3033.24;3043.94;;;{'job': 330};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3033.24;3038.24;{'job': 335};{'job': 336};;{'job': 335};{'machine_id': 1};{'machine_id': 1};;
processing;3043.94;3059.64;;;{'job': 331};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3043.94;3048.94;{'job': 336};{'job': 337};;{'job': 336};{'machine_id': 1};{'machine_id': 1};;
processing;3059.64;3063.09;;;{'job': 332};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3059.64;3064.64;{'job': 337};{'job': 338};;{'job': 337};{'machine_id': 1};{'machine_id': 1};;
processing;3063.09;3070.96;;;{'job': 333};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3064.64;3069.64;{'job': 338};{'job': 339};;{'job': 338};{'machine_id': 1};{'machine_id': 1};;
processing;3070.96;3084.26;;;{'job': 334};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3070.96;3075.96;{'job': 339};{'job': 340};;{'job': 339};{'machine_id': 1};{'machine_id': 1};;
processing;3084.26;3085.05;;;{'job': 335};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3084.26;3089.26;{'job': 340};{'job': 341};;{'job': 340};{'machine_id': 1};{'machine_id': 1};;
processing;3085.05;3087.71;;;{'job': 336};;;;{'machine_id': 2};{'machine_id': 2}
processing;3087.71;3114.16;;;{'job': 337};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3089.26;3094.26;{'job': 341};{'job': 342};;{'job': 341};{'machine_id': 1};{'machine_id': 1};;
pre_processing;3094.26;3099.26;{'job': 342};{'job': 343};;{'job': 342};{'machine_id': 1};{'machine_id': 1};;
processing;3114.16;3116.01;;;{'job': 338};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3114.16;3119.16;{'job': 343};{'job': 344};;{'job': 343};{'machine_id': 1};{'machine_id': 1};;
processing;3116.01;3120.35;;;{'job': 339};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3119.16;3124.16;{'job': 344};{'job': 345};;{'job': 344};{'machine_id': 1};{'machine_id': 1};;
processing;3120.35;3137.39;;;{'job': 340};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3124.16;3129.16;{'job': 345};{'job': 346};;{'job': 345};{'machine_id': 1};{'machine_id': 1};;
processing;3137.39;3143.56;;;{'job': 341};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3137.39;3142.39;{'job': 346};{'job': 347};;{'job': 346};{'machine_id': 1};{'machine_id': 1};;
processing;3143.56;3148.81;;;{'job': 342};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3143.56;3148.56;{'job': 347};{'job': 348};;{'job': 347};{'machine_id': 1};{'machine_id': 1};;
processing;3148.81;3164.4;;;{'job': 343};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3148.81;3153.81;{'job': 348};{'job': 349};;{'job': 348};{'machine_id': 1};{'machine_id': 1};;
processing;3164.4;3171.15;;;{'job': 344};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3164.4;3169.4;{'job': 349};{'job': 350};;{'job': 349};{'machine_id': 1};{'machine_id': 1};;
processing;3171.15;3171.43;;;{'job': 345};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3171.15;3176.15;{'job': 350};{'job': 351};;{'job': 350};{'machine_id': 1};{'machine_id': 1};;
processing;3171.43;3178.77;;;{'job': 346};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3176.15;3181.15;{'job': 351};{'job': 352};;{'job': 351};{'machine_id': 1};{'machine_id': 1};;
processing;3178.77;3185.87;;;{'job': 347};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3181.15;3186.15;{'job': 352};{'job': 353};;{'job': 352};{'machine_id': 1};{'machine_id': 1};;
processing;3185.87;3198.75;;;{'job': 348};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3186.15;3191.15;{'job': 353};{'job': 354};;{'job': 353};{'machine_id': 1};{'machine_id': 1};;
processing;3198.75;3201.52;;;{'job': 349};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3198.75;3203.75;{'job': 354};{'job': 355};;{'job': 354};{'machine_id': 1};{'machine_id': 1};;
processing;3201.52;3221.62;;;{'job': 350};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3203.75;3208.75;{'job': 355};{'job': 356};;{'job': 355};{'machine_id': 1};{'machine_id': 1};;
processing;3221.62;3237.22;;;{'job': 351};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3221.62;3226.62;{'job': 356};{'job': 357};;{'job': 356};{'machine_id': 1};{'machine_id': 1};;
processing;3237.22;3245.76;;;{'job': 352};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3237.22;3242.22;{'job': 357};{'job': 358};;{'job': 357};{'machine_id': 1};{'machine_id': 1};;
processing;3245.76;3247.12;;;{'job': 353};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3245.76;3250.76;{'job': 358};{'job': 359};;{'job': 358};{'machine_id': 1};{'machine_id': 1};;
processing;3247.12;3250.86;;;{'job': 354};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3250.76;3255.76;{'job': 359};{'job': 360};;{'job': 359};{'machine_id': 1};{'machine_id': 1};;
processing;3250.86;3256.45;;;{'job': 355};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3255.76;3260.76;{'job': 360};{'job': 361};;{'job': 360};{'machine_id': 1};{'machine_id': 1};;
processing;3256.45;3266.99;;;{'job': 356};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3260.76;3265.76;{'job': 361};{'job': 362};;{'job': 361};{'machine_id': 1};{'machine_id': 1};;
processing;3266.99;3291.26;;;{'job': 357};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3266.99;3271.99;{'job': 362};{'job': 363};;{'job': 362};{'machine_id': 1};{'machine_id': 1};;
processing;3291.26;3308.08;;;{'job': 358};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3291.26;3296.26;{'job': 363};{'job': 364};;{'job': 363};{'machine_id': 1};{'machine_id': 1};;
processing;3308.08;3322.33;;;{'job': 359};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3308.08;3313.08;{'job': 364};{'job': 365};;{'job': 364};{'machine_id': 1};{'machine_id': 1};;
processing;3322.33;3324.45;;;{'job': 360};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3322.33;3327.33;{'job': 365};{'job': 366};;{'job': 365};{'machine_id': 1};{'machine_id': 1};;
processing;3324.45;3328.78;;;{'job': 361};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3327.33;3332.33;{'job': 366};{'job': 367};;{'job': 366};{'machine_id': 1};{'machine_id': 1};;
processing;3328.78;3329.36;;;{'job': 362};;;;{'machine_id': 2};{'machine_id': 2}
processing;3329.36;3334.1;;;{'job': 363};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3332.33;3337.33;{'job': 367};{'job': 368};;{'job': 367};{'machine_id': 1};{'machine_id': 1};;
processing;3334.1;3342.63;;;{'job': 364};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3337.33;3342.33;{'job': 368};{'job': 369};;{'job': 368};{'machine_id': 1};{'machine_id': 1};;
pre_processing;3342.33;3347.33;{'job': 369};{'job': 370};;{'job': 369};{'machine_id': 1};{'machine_id': 1};;
processing;3342.63;3365.76;;;{'job': 365};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3347.33;3352.33;{'job': 370};{'job': 371};;{'job': 370};{'machine_id': 1};{'machine_id': 1};;
processing;3365.76;3378.72;;;{'job': 366};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3365.76;3370.76;{'job': 371};{'job': 372};;{'job': 371};{'machine_id': 1};{'machine_id': 1};;
processing;3378.72;3390.69;;;{'job': 367};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3378.72;3383.72;{'job': 372};{'job': 373};;{'job': 372};{'machine_id': 1};{'machine_id': 1};;
processing;3390.69;3400.1;;;{'job': 368};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3390.69;3395.69;{'job': 373};{'job': 374};;{'job': 373};{'machine_id': 1};{'machine_id': 1};;
processing;3400.1;3421.42;;;{'job': 369};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3400.1;3405.1;{'job': 374};{'job': 375};;{'job': 374};{'machine_id': 1};{'machine_id': 1};;
processing;3421.42;3429.58;;;{'job': 370};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3421.42;3426.42;{'job': 375};{'job': 376};;{'job': 375};{'machine_id': 1};{'machine_id': 1};;
processing;3429.58;3429.72;;;{'job': 371};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3429.58;3434.58;{'job': 376};{'job': 377};;{'job': 376};{'machine_id': 1};{'machine_id': 1};;
processing;3429.72;3437.96;;;{'job': 372};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3434.58;3439.58;{'job': 377};{'job': 378};;{'job': 377};{'machine_id': 1};{'machine_id': 1};;
processing;3437.96;3440.29;;;{'job': 373};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3439.58;3444.58;{'job': 378};{'job': 379};;{'job': 378};{'machine_id': 1};{'machine_id': 1};;
processing;3440.29;3453.73;;;{'job': 374};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3444.58;3449.58;{'job': 379};{'job': 380};;{'job': 379};{'machine_id': 1};{'machine_id': 1};;
processing;3453.73;3460.25;;;{'job': 375};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3453.73;3458.73;{'job': 380};{'job': 381};;{'job': 380};{'machine_id': 1};{'machine_id': 1};;
processing;3460.25;3469.71;;;{'job': 376};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3460.25;3465.25;{'job': 381};{'job': 382};;{'job': 381};{'machine_id': 1};{'machine_id': 1};;
processing;3469.71;3490.63;;;{'job': 377};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3469.71;3474.71;{'job': 382};{'job': 383};;{'job': 382};{'machine_id': 1};{'machine_id': 1};;
processing;3490.63;3496.36;;;{'job': 378};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3490.63;3495.63;{'job': 383};{'job': 384};;{'job': 383};{'machine_id': 1};{'machine_id': 1};;
processing;3496.36;3498.64;;;{'job': 379};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3496.36;3501.36;{'job': 384};{'job': 385};;{'job': 384};{'machine_id': 1};{'machine_id': 1};;
processing;3498.64;3501.23;;;{'job': 380};;;;{'machine_id': 2};{'machine_id': 2}
processing;3501.23;3505.44;;;{'job': 381};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3501.36;3506.36;{'job': 385};{'job': 386};;{'job': 385};{'machine_id': 1};{'machine_id': 1};;
processing;3505.44;3509.62;;;{'job': 382};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3506.36;3511.36;{'job': 386};{'job': 387};;{'job': 386};{'machine_id': 1};{'machine_id': 1};;
processing;3509.62;3509.92;;;{'job': 383};;;;{'machine_id': 2};{'machine_id': 2}
processing;3509.92;3527.94;;;{'job': 384};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3511.36;3516.36;{'job': 387};{'job': 388};;{'job': 387};{'machine_id': 1};{'machine_id': 1};;
pre_processing;3516.36;3521.36;{'job': 388};{'job': 389};;{'job': 388};{'machine_id': 1};{'machine_id': 1};;
pre_processing;3521.36;3526.36;{'job': 389};{'job': 390};;{'job': 389};{'machine_id': 1};{'machine_id': 1};;
processing;3527.94;3528.67;;;{'job': 385};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3527.94;3532.94;{'job': 390};{'job': 391};;{'job': 390};{'machine_id': 1};{'machine_id': 1};;
processing;3528.67;3532.89;;;{'job': 386};;;;{'machine_id': 2};{'machine_id': 2}
processing;3532.89;3556.17;;;{'job': 387};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;3532.94;3537.94;{'job': 391};{'job': 392};;{'job': 391};{'machine_id': 1};{'machine_id': 1};;
pre_processing;3537.94;3542.94;{'job': 392};{'job': 393};;{'job': 392};{'machine_id': 1};{'machine_id': 1};;
processing;3556.17;3557.01;;;{'job': 388};;;;{'machine_id': 2};{'machine_id': 2}
