event;start_time;completion_time;arrival<incoming>;arrival<outgoing>;q1<incoming>;q1<outgoing>;r1<incoming>;r1<outgoing>;r2<incoming>;r2<outgoing>
pre_processing;4858.37;4863.37;{'job': 522};{'job': 523};;{'job': 522};{'machine_id': 1};{'machine_id': 1};;
processing;4858.67;4859.3;;;{'job': 518};;;;{'machine_id': 2};{'machine_id': 2}
processing;4859.3;4860.18;;;{'job': 519};;;;{'machine_id': 2};{'machine_id': 2}
processing;4860.18;4870.27;;;{'job': 520};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;4863.37;4868.37;{'job': 523};{'job': 524};;{'job': 523};{'machine_id': 1};{'machine_id': 1};;
pre_processing;4868.37;4873.37;{'job': 524};{'job': 525};;{'job': 524};{'machine_id': 1};{'machine_id': 1};;
processing;4870.27;4873.44;;;{'job': 521};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;4873.37;4878.37;{'job': 525};{'job': 526};;{'job': 525};{'machine_id': 1};{'machine_id': 1};;
processing;4873.44;4884.73;;;{'job': 522};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;4878.37;4883.37;{'job': 526};{'job': 527};;{'job': 526};{'machine_id': 1};{'machine_id': 1};;
pre_processing;4883.37;4888.37;{'job': 527};{'job': 528};;{'job': 527};{'machine_id': 1};{'machine_id': 1};;
processing;4884.73;4906.03;;;{'job': 523};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;4888.37;4893.37;{'job': 528};{'job': 529};;{'job': 528};{'machine_id': 1};{'machine_id': 1};;
processing;4906.03;4908.16;;;{'job': 524};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;4906.03;4911.03;{'job': 529};{'job': 530};;{'job': 529};{'machine_id': 1};{'machine_id': 1};;
processing;4908.16;4922.61;;;{'job': 525};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;4911.03;4916.03;{'job': 530};{'job': 531};;{'job': 530};{'machine_id': 1};{'machine_id': 1};;
processing;4922.61;4954.39;;;{'job': 526};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;4922.61;4927.61;{'job': 531};{'job': 532};;{'job': 531};{'machine_id': 1};{'machine_id': 1};;
processing;4954.39;4962.85;;;{'job': 527};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;4954.39;4959.39;{'job': 532};{'job': 533};;{'job': 532};{'machine_id': 1};{'machine_id': 1};;
processing;4962.85;4985.74;;;{'job': 528};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;4962.85;4967.85;{'job': 533};{'job': 534};;{'job': 533};{'machine_id': 1};{'machine_id': 1};;
processing;4985.74;4986.37;;;{'job': 529};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;4985.74;4990.74;{'job': 534};{'job': 535};;{'job': 534};{'machine_id': 1};{'machine_id': 1};;
processing;4986.37;4991.87;;;{'job': 530};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;4990.74;4995.74;{'job': 535};{'job': 536};;{'job': 535};{'machine_id': 1};{'machine_id': 1};;
processing;4991.87;4993.99;;;{'job': 531};;;;{'machine_id': 2};{'machine_id': 2}
processing;4993.99;5000.59;;;{'job': 532};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;4995.74;5000.74;{'job': 536};{'job': 537};;{'job': 536};{'machine_id': 1};{'machine_id': 1};;
processing;5000.59;5002.66;;;{'job': 533};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5000.74;5005.74;{'job': 537};{'job': 538};;{'job': 537};{'machine_id': 1};{'machine_id': 1};;
processing;5002.66;5008.9;;;{'job': 534};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5005.74;5010.74;{'job': 538};{'job': 539};;{'job': 538};{'machine_id': 1};{'machine_id': 1};;
processing;5008.9;5036.61;;;{'job': 535};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5010.74;5015.74;{'job': 539};{'job': 540};;{'job': 539};{'machine_id': 1};{'machine_id': 1};;
pre_processing;5015.74;5020.74;{'job': 540};{'job': 541};;{'job': 540};{'machine_id': 1};{'machine_id': 1};;
processing;5036.61;5041.5;;;{'job': 536};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5036.61;5041.61;{'job': 541};{'job': 542};;{'job': 541};{'machine_id': 1};{'machine_id': 1};;
processing;5041.5;5048.33;;;{'job': 537};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5041.61;5046.61;{'job': 542};{'job': 543};;{'job': 542};{'machine_id': 1};{'machine_id': 1};;
processing;5048.33;5051.49;;;{'job': 538};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5048.33;5053.33;{'job': 543};{'job': 544};;{'job': 543};{'machine_id': 1};{'machine_id': 1};;
processing;5051.49;5051.62;;;{'job': 539};;;;{'machine_id': 2};{'machine_id': 2}
processing;5051.62;5060.78;;;{'job': 540};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5053.33;5058.33;{'job': 544};{'job': 545};;{'job': 544};{'machine_id': 1};{'machine_id': 1};;
pre_processing;5058.33;5063.33;{'job': 545};{'job': 546};;{'job': 545};{'machine_id': 1};{'machine_id': 1};;
processing;5060.78;5064.25;;;{'job': 541};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5063.33;5068.33;{'job': 546};{'job': 547};;{'job': 546};{'machine_id': 1};{'machine_id': 1};;
processing;5064.25;5070.41;;;{'job': 542};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5068.33;5073.33;{'job': 547};{'job': 548};;{'job': 547};{'machine_id': 1};{'machine_id': 1};;
processing;5070.41;5076.83;;;{'job': 543};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5073.33;5078.33;{'job': 548};{'job': 549};;{'job': 548};{'machine_id': 1};{'machine_id': 1};;
processing;5076.83;5087.51;;;{'job': 544};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5078.33;5083.33;{'job': 549};{'job': 550};;{'job': 549};{'machine_id': 1};{'machine_id': 1};;
processing;5087.51;5090.96;;;{'job': 545};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5087.51;5092.51;{'job': 550};{'job': 551};;{'job': 550};{'machine_id': 1};{'machine_id': 1};;
processing;5090.96;5104.02;;;{'job': 546};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5092.51;5097.51;{'job': 551};{'job': 552};;{'job': 551};{'machine_id': 1};{'machine_id': 1};;
processing;5104.02;5118.02;;;{'job': 547};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5104.02;5109.02;{'job': 552};{'job': 553};;{'job': 552};{'machine_id': 1};{'machine_id': 1};;
processing;5118.02;5129.31;;;{'job': 548};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5118.02;5123.02;{'job': 553};{'job': 554};;{'job': 553};{'machine_id': 1};{'machine_id': 1};;
processing;5129.31;5154.23;;;{'job': 549};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5129.31;5134.31;{'job': 554};{'job': 555};;{'job': 554};{'machine_id': 1};{'machine_id': 1};;
processing;5154.23;5173.39;;;{'job': 550};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5154.23;5159.23;{'job': 555};{'job': 556};;{'job': 555};{'machine_id': 1};{'machine_id': 1};;
processing;5173.39;5175.45;;;{'job': 551};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5173.39;5178.39;{'job': 556};{'job': 557};;{'job': 556};{'machine_id': 1};{'machine_id': 1};;
processing;5175.45;5194.99;;;{'job': 552};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5178.39;5183.39;{'job': 557};{'job': 558};;{'job': 557};{'machine_id': 1};{'machine_id': 1};;
processing;5194.99;5211.44;;;{'job': 553};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5194.99;5199.99;{'job': 558};{'job': 559};;{'job': 558};{'machine_id': 1};{'machine_id': 1};;
processing;5211.44;5219.98;;;{'job': 554};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5211.44;5216.44;{'job': 559};{'job': 560};;{'job': 559};{'machine_id': 1};{'machine_id': 1};;
processing;5219.98;5225.08;;;{'job': 555};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5219.98;5224.98;{'job': 560};{'job': 561};;{'job': 560};{'machine_id': 1};{'machine_id': 1};;
processing;5225.08;5225.86;;;{'job': 556};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5225.08;5230.08;{'job': 561};{'job': 562};;{'job': 561};{'machine_id': 1};{'machine_id': 1};;
processing;5225.86;5232.97;;;{'job': 557};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5230.08;5235.08;{'job': 562};{'job': 563};;{'job': 562};{'machine_id': 1};{'machine_id': 1};;
processing;5232.97;5241.6;;;{'job': 558};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5235.08;5240.08;{'job': 563};{'job': 564};;{'job': 563};{'machine_id': 1};{'machine_id': 1};;
processing;5241.6;5247.69;;;{'job': 559};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5241.6;5246.6;{'job': 564};{'job': 565};;{'job': 564};{'machine_id': 1};{'machine_id': 1};;
processing;5247.69;5261.55;;;{'job': 560};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5247.69;5252.69;{'job': 565};{'job': 566};;{'job': 565};{'machine_id': 1};{'machine_id': 1};;
processing;5261.55;5300.92;;;{'job': 561};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5261.55;5266.55;{'job': 566};{'job': 567};;{'job': 566};{'machine_id': 1};{'machine_id': 1};;
processing;5300.92;5304.96;;;{'job': 562};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5300.92;5305.92;{'job': 567};{'job': 568};;{'job': 567};{'machine_id': 1};{'machine_id': 1};;
processing;5304.96;5310.52;;;{'job': 563};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5305.92;5310.92;{'job': 568};{'job': 569};;{'job': 568};{'machine_id': 1};{'machine_id': 1};;
processing;5310.52;5338.08;;;{'job': 564};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5310.92;5315.92;{'job': 569};{'job': 570};;{'job': 569};{'machine_id': 1};{'machine_id': 1};;
processing;5338.08;5348.5;;;{'job': 565};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5338.08;5343.08;{'job': 570};{'job': 571};;{'job': 570};{'machine_id': 1};{'machine_id': 1};;
processing;5348.5;5362.75;;;{'job': 566};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5348.5;5353.5;{'job': 571};{'job': 572};;{'job': 571};{'machine_id': 1};{'machine_id': 1};;
processing;5362.75;5394.15;;;{'job': 567};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5362.75;5367.75;{'job': 572};{'job': 573};;{'job': 572};{'machine_id': 1};{'machine_id': 1};;
processing;5394.15;5399.94;;;{'job': 568};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5394.15;5399.15;{'job': 573};{'job': 574};;{'job': 573};{'machine_id': 1};{'machine_id': 1};;
processing;5399.94;5415.99;;;{'job': 569};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5399.94;5404.94;{'job': 574};{'job': 575};;{'job': 574};{'machine_id': 1};{'machine_id': 1};;
processing;5415.99;5423.35;;;{'job': 570};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5415.99;5420.99;{'job': 575};{'job': 576};;{'job': 575};{'machine_id': 1};{'machine_id': 1};;
processing;5423.35;5435.66;;;{'job': 571};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5423.35;5428.35;{'job': 576};{'job': 577};;{'job': 576};{'machine_id': 1};{'machine_id': 1};;
processing;5435.66;5458.7;;;{'job': 572};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5435.66;5440.66;{'job': 577};{'job': 578};;{'job': 577};{'machine_id': 1};{'machine_id': 1};;
processing;5458.7;5472.99;;;{'job': 573};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5458.7;5463.7;{'job': 578};{'job': 579};;{'job': 578};{'machine_id': 1};{'machine_id': 1};;
processing;5472.99;5497.91;;;{'job': 574};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5472.99;5477.99;{'job': 579};{'job': 580};;{'job': 579};{'machine_id': 1};{'machine_id': 1};;
processing;5497.91;5501.38;;;{'job': 575};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5497.91;5502.91;{'job': 580};{'job': 581};;{'job': 580};{'machine_id': 1};{'machine_id': 1};;
processing;5501.38;5502.19;;;{'job': 576};;;;{'machine_id': 2};{'machine_id': 2}
processing;5502.19;5503.29;;;{'job': 577};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5502.91;5507.91;{'job': 581};{'job': 582};;{'job': 581};{'machine_id': 1};{'machine_id': 1};;
processing;5503.29;5536.58;;;{'job': 578};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5507.91;5512.91;{'job': 582};{'job': 583};;{'job': 582};{'machine_id': 1};{'machine_id': 1};;
pre_processing;5512.91;5517.91;{'job': 583};{'job': 584};;{'job': 583};{'machine_id': 1};{'machine_id': 1};;
processing;5536.58;5544.1;;;{'job': 579};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5536.58;5541.58;{'job': 584};{'job': 585};;{'job': 584};{'machine_id': 1};{'machine_id': 1};;
processing;5544.1;5547.8;;;{'job': 580};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5544.1;5549.1;{'job': 585};{'job': 586};;{'job': 585};{'machine_id': 1};{'machine_id': 1};;
processing;5547.8;5550.74;;;{'job': 581};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5549.1;5554.1;{'job': 586};{'job': 587};;{'job': 586};{'machine_id': 1};{'machine_id': 1};;
processing;5550.74;5557.81;;;{'job': 582};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5554.1;5559.1;{'job': 587};{'job': 588};;{'job': 587};{'machine_id': 1};{'machine_id': 1};;
processing;5557.81;5591.12;;;{'job': 583};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5559.1;5564.1;{'job': 588};{'job': 589};;{'job': 588};{'machine_id': 1};{'machine_id': 1};;
processing;5591.12;5607.41;;;{'job': 584};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5591.12;5596.12;{'job': 589};{'job': 590};;{'job': 589};{'machine_id': 1};{'machine_id': 1};;
processing;5607.41;5622.58;;;{'job': 585};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5607.41;5612.41;{'job': 590};{'job': 591};;{'job': 590};{'machine_id': 1};{'machine_id': 1};;
processing;5622.58;5633.03;;;{'job': 586};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5622.58;5627.58;{'job': 591};{'job': 592};;{'job': 591};{'machine_id': 1};{'machine_id': 1};;
processing;5633.03;5635.94;;;{'job': 587};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5633.03;5638.03;{'job': 592};{'job': 593};;{'job': 592};{'machine_id': 1};{'machine_id': 1};;
processing;5635.94;5641.95;;;{'job': 588};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5638.03;5643.03;{'job': 593};{'job': 594};;{'job': 593};{'machine_id': 1};{'machine_id': 1};;
processing;5641.95;5642.01;;;{'job': 589};;;;{'machine_id': 2};{'machine_id': 2}
processing;5642.01;5664.59;;;{'job': 590};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5643.03;5648.03;{'job': 594};{'job': 595};;{'job': 594};{'machine_id': 1};{'machine_id': 1};;
pre_processing;5648.03;5653.03;{'job': 595};{'job': 596};;{'job': 595};{'machine_id': 1};{'machine_id': 1};;
processing;5664.59;5678.28;;;{'job': 591};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5664.59;5669.59;{'job': 596};{'job': 597};;{'job': 596};{'machine_id': 1};{'machine_id': 1};;
processing;5678.28;5682.25;;;{'job': 592};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5678.28;5683.28;{'job': 597};{'job': 598};;{'job': 597};{'machine_id': 1};{'machine_id': 1};;
processing;5682.25;5699.25;;;{'job': 593};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5683.28;5688.28;{'job': 598};{'job': 599};;{'job': 598};{'machine_id': 1};{'machine_id': 1};;
processing;5699.25;5701.18;;;{'job': 594};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5699.25;5704.25;{'job': 599};{'job': 600};;{'job': 599};{'machine_id': 1};{'machine_id': 1};;
processing;5701.18;5701.55;;;{'job': 595};;;;{'machine_id': 2};{'machine_id': 2}
processing;5701.55;5721.45;;;{'job': 596};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5704.25;5709.25;{'job': 600};{'job': 601};;{'job': 600};{'machine_id': 1};{'machine_id': 1};;
pre_processing;5709.25;5714.25;{'job': 601};{'job': 602};;{'job': 601};{'machine_id': 1};{'machine_id': 1};;
processing;5721.45;5726.04;;;{'job': 597};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5721.45;5726.45;{'job': 602};{'job': 603};;{'job': 602};{'machine_id': 1};{'machine_id': 1};;
processing;5726.04;5731.0;;;{'job': 598};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5726.45;5731.45;{'job': 603};{'job': 604};;{'job': 603};{'machine_id': 1};{'machine_id': 1};;
processing;5731.0;5732.26;;;{'job': 599};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5731.45;5736.45;{'job': 604};{'job': 605};;{'job': 604};{'machine_id': 1};{'machine_id': 1};;
processing;5732.26;5744.36;;;{'job': 600};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5736.45;5741.45;{'job': 605};{'job': 606};;{'job': 605};{'machine_id': 1};{'machine_id': 1};;
processing;5744.36;5744.69;;;{'job': 601};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5744.36;5749.36;{'job': 606};{'job': 607};;{'job': 606};{'machine_id': 1};{'machine_id': 1};;
processing;5744.69;5749.69;;;{'job': 602};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5749.36;5754.36;{'job': 607};{'job': 608};;{'job': 607};{'machine_id': 1};{'machine_id': 1};;
processing;5749.69;5752.89;;;{'job': 603};;;;{'machine_id': 2};{'machine_id': 2}
processing;5752.89;5754.13;;;{'job': 604};;;;{'machine_id': 2};{'machine_id': 2}
processing;5754.13;5765.34;;;{'job': 605};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5754.36;5759.36;{'job': 608};{'job': 609};;{'job': 608};{'machine_id': 1};{'machine_id': 1};;
pre_processing;5759.36;5764.36;{'job': 609};{'job': 610};;{'job': 609};{'machine_id': 1};{'machine_id': 1};;
pre_processing;5764.36;5769.36;{'job': 610};{'job': 611};;{'job': 610};{'machine_id': 1};{'machine_id': 1};;
processing;5765.34;5771.53;;;{'job': 606};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5769.36;5774.36;{'job': 611};{'job': 612};;{'job': 611};{'machine_id': 1};{'machine_id': 1};;
processing;5771.53;5777.52;;;{'job': 607};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5774.36;5779.36;{'job': 612};{'job': 613};;{'job': 612};{'machine_id': 1};{'machine_id': 1};;
processing;5777.52;5787.41;;;{'job': 608};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5779.36;5784.36;{'job': 613};{'job': 614};;{'job': 613};{'machine_id': 1};{'machine_id': 1};;
processing;5787.41;5798.89;;;{'job': 609};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5787.41;5792.41;{'job': 614};{'job': 615};;{'job': 614};{'machine_id': 1};{'machine_id': 1};;
processing;5798.89;5804.27;;;{'job': 610};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5798.89;5803.89;{'job': 615};{'job': 616};;{'job': 615};{'machine_id': 1};{'machine_id': 1};;
processing;5804.27;5806.68;;;{'job': 611};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5804.27;5809.27;{'job': 616};{'job': 617};;{'job': 616};{'machine_id': 1};{'machine_id': 1};;
processing;5806.68;5829.54;;;{'job': 612};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5809.27;5814.27;{'job': 617};{'job': 618};;{'job': 617};{'machine_id': 1};{'machine_id': 1};;
processing;5829.54;5830.29;;;{'job': 613};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5829.54;5834.54;{'job': 618};{'job': 619};;{'job': 618};{'machine_id': 1};{'machine_id': 1};;
processing;5830.29;5831.77;;;{'job': 614};;;;{'machine_id': 2};{'machine_id': 2}
processing;5831.77;5839.49;;;{'job': 615};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5834.54;5839.54;{'job': 619};{'job': 620};;{'job': 619};{'machine_id': 1};{'machine_id': 1};;
processing;5839.49;5845.83;;;{'job': 616};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5839.54;5844.54;{'job': 620};{'job': 621};;{'job': 620};{'machine_id': 1};{'machine_id': 1};;
pre_processing;5844.54;5849.54;{'job': 621};{'job': 622};;{'job': 621};{'machine_id': 1};{'machine_id': 1};;
processing;5845.83;5853.03;;;{'job': 617};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5849.54;5854.54;{'job': 622};{'job': 623};;{'job': 622};{'machine_id': 1};{'machine_id': 1};;
processing;5853.03;5853.73;;;{'job': 618};;;;{'machine_id': 2};{'machine_id': 2}
processing;5853.73;5853.95;;;{'job': 619};;;;{'machine_id': 2};{'machine_id': 2}
processing;5853.95;5860.93;;;{'job': 620};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5854.54;5859.54;{'job': 623};{'job': 624};;{'job': 623};{'machine_id': 1};{'machine_id': 1};;
pre_processing;5859.54;5864.54;{'job': 624};{'job': 625};;{'job': 624};{'machine_id': 1};{'machine_id': 1};;
processing;5860.93;5865.12;;;{'job': 621};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5864.54;5869.54;{'job': 625};{'job': 626};;{'job': 625};{'machine_id': 1};{'machine_id': 1};;
processing;5865.12;5870.54;;;{'job': 622};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5869.54;5874.54;{'job': 626};{'job': 627};;{'job': 626};{'machine_id': 1};{'machine_id': 1};;
processing;5870.54;5877.23;;;{'job': 623};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5874.54;5879.54;{'job': 627};{'job': 628};;{'job': 627};{'machine_id': 1};{'machine_id': 1};;
processing;5877.23;5899.21;;;{'job': 624};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5879.54;5884.54;{'job': 628};{'job': 629};;{'job': 628};{'machine_id': 1};{'machine_id': 1};;
pre_processing;5884.54;5889.54;{'job': 629};{'job': 630};;{'job': 629};{'machine_id': 1};{'machine_id': 1};;
processing;5899.21;5902.12;;;{'job': 625};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5899.21;5904.21;{'job': 630};{'job': 631};;{'job': 630};{'machine_id': 1};{'machine_id': 1};;
processing;5902.12;5919.34;;;{'job': 626};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5904.21;5909.21;{'job': 631};{'job': 632};;{'job': 631};{'machine_id': 1};{'machine_id': 1};;
processing;5919.34;5931.14;;;{'job': 627};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5919.34;5924.34;{'job': 632};{'job': 633};;{'job': 632};{'machine_id': 1};{'machine_id': 1};;
processing;5931.14;5945.94;;;{'job': 628};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5931.14;5936.14;{'job': 633};{'job': 634};;{'job': 633};{'machine_id': 1};{'machine_id': 1};;
processing;5945.94;5952.73;;;{'job': 629};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5945.94;5950.94;{'job': 634};{'job': 635};;{'job': 634};{'machine_id': 1};{'machine_id': 1};;
processing;5952.73;5957.82;;;{'job': 630};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5952.73;5957.73;{'job': 635};{'job': 636};;{'job': 635};{'machine_id': 1};{'machine_id': 1};;
processing;5957.82;5976.79;;;{'job': 631};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5957.82;5962.82;{'job': 636};{'job': 637};;{'job': 636};{'machine_id': 1};{'machine_id': 1};;
processing;5976.79;5988.16;;;{'job': 632};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5976.79;5981.79;{'job': 637};{'job': 638};;{'job': 637};{'machine_id': 1};{'machine_id': 1};;
processing;5988.16;6012.32;;;{'job': 633};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;5988.16;5993.16;{'job': 638};{'job': 639};;{'job': 638};{'machine_id': 1};{'machine_id': 1};;
processing;6012.32;6019.89;;;{'job': 634};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6012.32;6017.32;{'job': 639};{'job': 640};;{'job': 639};{'machine_id': 1};{'machine_id': 1};;
processing;6019.89;6024.38;;;{'job': 635};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6019.89;6024.89;{'job': 640};{'job': 641};;{'job': 640};{'machine_id': 1};{'machine_id': 1};;
processing;6024.38;6027.56;;;{'job': 636};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6024.89;6029.89;{'job': 641};{'job': 642};;{'job': 641};{'machine_id': 1};{'machine_id': 1};;
processing;6027.56;6051.6;;;{'job': 637};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6029.89;6034.89;{'job': 642};{'job': 643};;{'job': 642};{'machine_id': 1};{'machine_id': 1};;
processing;6051.6;6073.72;;;{'job': 638};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6051.6;6056.6;{'job': 643};{'job': 644};;{'job': 643};{'machine_id': 1};{'machine_id': 1};;
processing;6073.72;6079.18;;;{'job': 639};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6073.72;6078.72;{'job': 644};{'job': 645};;{'job': 644};{'machine_id': 1};{'machine_id': 1};;
processing;6079.18;6085.39;;;{'job': 640};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6079.18;6084.18;{'job': 645};{'job': 646};;{'job': 645};{'machine_id': 1};{'machine_id': 1};;
processing;6085.39;6085.87;;;{'job': 641};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6085.39;6090.39;{'job': 646};{'job': 647};;{'job': 646};{'machine_id': 1};{'machine_id': 1};;
processing;6085.87;6113.0;;;{'job': 642};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6090.39;6095.39;{'job': 647};{'job': 648};;{'job': 647};{'machine_id': 1};{'machine_id': 1};;
processing;6113.0;6119.43;;;{'job': 643};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6113.0;6118.0;{'job': 648};{'job': 649};;{'job': 648};{'machine_id': 1};{'machine_id': 1};;
processing;6119.43;6125.54;;;{'job': 644};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6119.43;6124.43;{'job': 649};{'job': 650};;{'job': 649};{'machine_id': 1};{'machine_id': 1};;
processing;6125.54;6156.4;;;{'job': 645};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6125.54;6130.54;{'job': 650};{'job': 651};;{'job': 650};{'machine_id': 1};{'machine_id': 1};;
processing;6156.4;6183.33;;;{'job': 646};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6156.4;6161.4;{'job': 651};{'job': 652};;{'job': 651};{'machine_id': 1};{'machine_id': 1};;
processing;6183.33;6186.34;;;{'job': 647};;;;{'machine_id': 2};{'machine_id': 2}
pre_processing;6183.33;6188.33;{'job': 652};{'job': 653};;{'job': 652};{'machine_id': 1};{'machine_id': 1};;
processing;6186.34;6199.1;;;{'job': 648};;;;{'machine_id': 2};{'machine_id': 2}
